,Positive Score,Negative Score,Player,Pos,Squad,Season,Comp,PlayerScore
240,-23.694672838936853,-6.208955576245877,Jean-Ricner Bellegarde,"MF,FW",Strasbourg,2023,Ligue 1,-17.485717262690976
241,2.5761819780567117,10.18987150568879,Héctor Bellerín,DF,Betis,2023,La Liga,-7.613689527632079
242,71.82389529916452,7.6425408371364645,Jude Bellingham,MF,Real Madrid,2023,La Liga,64.18135446202805
243,-4.80144244260623,-7.80575797923992,Jeanuël Belocian,DF,Rennes,2023,Ligue 1,3.0043155366336904
244,-31.01735468910628,-4.601366650104444,Andrea Belotti,FW,Fiorentina,2023,Serie A,-26.41598803900184
245,-16.857153251694257,-2.460380112719914,Andrea Belotti,FW,Roma,2023,Serie A,-14.396773138974343
246,9.763133645464505,2.0396253401833433,Fran Beltrán,MF,Celta Vigo,2023,La Liga,7.723508305281161
247,2.1403834248321485,4.45662674259452,Lucas Beltrán,"FW,MF",Fiorentina,2023,Serie A,-2.3162433177623716
248,-28.27516191674968,-4.85880536517304,Eliesse Ben Seghir,"FW,MF",Monaco,2023,Ligue 1,-23.41635655157664
249,-35.32835478975268,1.2909687381959212,Anis Ben Slimane,MF,Sheffield Utd,2023,Premier League,-36.6193235279486
250,14.903027113476586,4.7708435128977404,Wissam Ben Yedder,FW,Monaco,2023,Ligue 1,10.132183600578845
251,-18.18938809890375,1.5081154272367212,Carlos Benavídez,MF,Alavés,2023,La Liga,-19.69750352614047
252,-12.05693446404332,-1.0634358515339186,Ismaël Bennacer,MF,Milan,2023,Serie A,-10.9934986125094
253,-20.003311419728014,-3.395779546822909,Saïd Benrahma,"FW,MF",West Ham,2023,Premier League,-16.607531872905106
254,-20.009091401151206,-6.129934675083657,Saïd Benrahma,"FW,MF",Lyon,2023,Ligue 1,-13.87915672606755
255,5.622744605544797,5.215314424591785,Ramy Bensebaini,DF,Dortmund,2023,Bundesliga,0.4074301809530123
256,16.37045333670821,-1.791939448796518,Nabil Bentaleb,MF,Lille,2023,Ligue 1,18.16239278550473
257,-9.306718713688356,-0.8350598429009854,Rodrigo Bentancur,MF,Tottenham,2023,Premier League,-8.47165887078737
258,-14.313169377528379,-2.6872272941769646,Lucas Beraldo,DF,Paris S-G,2023,Ligue 1,-11.625942083351415
259,20.95844599693146,2.950384275925145,Domenico Berardi,FW,Sassuolo,2023,Serie A,18.008061721006314
260,19.17398547365847,-0.4352105023196544,Yuri Berchiche,DF,Athletic Club,2023,La Liga,19.609195975978125
261,4.908726470211005,3.8693582887935576,Álex Berenguer,FW,Athletic Club,2023,La Liga,1.0393681814174474
262,-7.163235279343058,-4.555853853376995,Bartosz Bereszyński,DF,Empoli,2023,Serie A,-2.6073814259660635
263,-8.605283935946318,-3.6434460018633383,Jóhann Berg Guðmundsson,MF,Burnley,2023,Premier League,-4.961837934082979
264,34.6253486962406,11.812432122666022,Sander Berge,MF,Burnley,2023,Premier League,22.812916573574576
265,-36.404113268989576,-10.311596780838853,Medon Berisha,MF,Lecce,2023,Serie A,-26.09251648815072
266,-40.19024226704218,-8.662773200390543,Mergim Berisha,FW,Hoffenheim,2023,Bundesliga,-31.527469066651637
267,-41.98737115868397,-5.921143219451624,Mergim Berisha,FW,Augsburg,2023,Bundesliga,-36.06622793923235
268,-58.16659619718804,-7.0480303076541135,Isaac Bernal,FW,Sevilla,2023,La Liga,-51.118565889533926
269,38.53534628132802,9.46237265382076,Bernardo,DF,Bochum,2023,Bundesliga,29.07297362750726
270,25.31631595102035,0.3976653777628338,Victor Bernth Kristiansen,DF,Bologna,2023,Serie A,24.918650573257516
271,-16.643230467099272,3.027651021738496,Matúš Bero,"MF,FW",Bochum,2023,Bundesliga,-19.670881488837768
272,-42.73289078719223,-9.50107054324911,Luke Berry,"MF,DF",Luton Town,2023,Premier League,-33.23182024394312
273,42.742642780163784,4.4882918542898596,Jan-Niklas Beste,"FW,MF",Heidenheim,2023,Bundesliga,38.25435092587392
274,-22.268867120270475,2.4022921539930238,Beto,FW,Everton,2023,Premier League,-24.6711592742635
275,-38.139490020892936,-8.24137301705276,Beto,FW,Udinese,2023,Serie A,-29.898117003840177
276,31.56010894238325,-0.25156219460300544,Sam Beukema,DF,Bologna,2023,Serie A,31.811671136986252
277,0.02392765415717571,-2.677768390888134,Jordan Beyer,DF,Burnley,2023,Premier League,2.7016960450453094
278,-34.24576046905884,-7.968406645705634,Pep Biel,MF,Augsburg,2023,Bundesliga,-26.277353823353202
279,-7.642341639481144,-4.814323631834726,Jaka Bijol,DF,Udinese,2023,Serie A,-2.828018007646418
280,-40.97512216988158,-4.830747772514101,El Bilal Touré,FW,Atalanta,2023,Serie A,-36.14437439736748
281,2.8399051156726802,4.056712767123864,Philip Billing,MF,Bournemouth,2023,Premier League,-1.2168076514511839
282,44.26303595994831,1.4091542588852524,Cristiano Biraghi,DF,Fiorentina,2023,Serie A,42.85388170106306
283,-19.77213002684945,-10.356187573630699,Davide Biraschi,DF,Genoa,2023,Serie A,-9.41594245321875
284,10.157996691774798,-1.3815490229231508,Samuele Birindelli,DF,Monza,2023,Serie A,11.53954571469795
285,-32.0884723858955,-7.55663428769477,Tom Bischof,"MF,FW",Hoffenheim,2023,Bundesliga,-24.53183809820073
286,37.20322729793438,14.262203880538758,Yves Bissouma,MF,Tottenham,2023,Premier League,22.941023417395627
287,-2.690343267695182,1.1677659608635156,Leonardo Bittencourt,MF,Werder Bremen,2023,Bundesliga,-3.8581092285586975
288,11.333139391279703,2.5501074694158103,Antonio Blanco,MF,Alavés,2023,La Liga,8.783031921863893
289,-37.94959178793941,-10.36367072999202,Hendry Blank,DF,Dortmund,2023,Bundesliga,-27.58592105794739
290,3.8648724826792957,4.375050663793315,Ludovic Blas,"FW,MF",Rennes,2023,Ligue 1,-0.5101781811140196
291,-12.557719294371035,0.4027551704925204,Alexis Blin,MF,Lecce,2023,Serie A,-12.960474464863555
292,49.125199660743164,-2.0348796029483363,Daley Blind,DF,Girona,2023,La Liga,51.1600792636915
293,-33.353277522394514,-5.06875127109254,Myron Boadu,FW,Monaco,2023,Ligue 1,-28.284526251301973
294,-47.08277076322936,-10.198810280378337,Benicio Boaitey,"DF,FW",Brighton,2023,Premier League,-36.88396048285102
295,-36.38463165532649,-9.826596674510078,Jérôme Boateng,DF,Salernitana,2023,Serie A,-26.55803498081641
296,-15.951563898682219,-7.7122362162133555,Oscar Bobb,"FW,MF",Manchester City,2023,Premier League,-8.239327682468863
297,-40.28582677866737,-7.204910063907279,Sacha Boey,DF,Bayern Munich,2023,Bundesliga,-33.08091671476009
298,18.20690767353851,-0.1963147771698106,Jeremie Boga,FW,Nice,2023,Ligue 1,18.40322245070832
299,10.232369682738438,9.528067595744856,Jayden Bogle,DF,Sheffield Utd,2023,Premier League,0.7043020869935823
300,-48.8097868281432,-6.204096977981754,Emil Bohinen,"MF,FW",Genoa,2023,Serie A,-42.60568985016145
301,-25.945259856238962,-3.659221604230937,Emil Bohinen,MF,Salernitana,2023,Serie A,-22.286038252008026
302,-43.30361582923493,-10.08315529572911,Adama Bojang,FW,Reims,2023,Ligue 1,-33.220460533505815
303,20.042018818489428,5.203021422401137,Daniel Boloca,MF,Sassuolo,2023,Serie A,14.838997396088292
304,-8.519697621523807,1.3824237955491834,Willy Boly,DF,Nott'ham Forest,2023,Premier League,-9.90212141707299
305,35.594786357935156,0.05066216244779201,Giacomo Bonaventura,MF,Fiorentina,2023,Serie A,35.54412419548736
306,-14.791795479336233,-3.508032103129238,Federico Bonazzoli,"FW,MF",Hellas Verona,2023,Serie A,-11.283763376206995
307,-12.595631939793558,-2.5508045509997026,Warren Bondo,MF,Monza,2023,Serie A,-10.044827388793856
308,-45.779550700164464,-10.42789410799537,Giovanni Bonfanti,DF,Atalanta,2023,Serie A,-35.35165659216909
309,9.168369905647904,3.83395066838323,Victor Boniface,FW,Leverkusen,2023,Bundesliga,5.334419237264674
310,-39.919244271303604,-4.782918127337114,Kevin Bonifazi,DF,Bologna,2023,Serie A,-35.13632614396649
311,-40.25433911510784,-9.94311089894683,Kevin Bonifazi,DF,Frosinone,2023,Serie A,-30.31122821616101
312,-29.739443709631434,-5.88956417759763,Leonardo Bonucci,DF,Union Berlin,2023,Bundesliga,-23.849879532033803
313,7.238867762526455,0.17456245181631713,Ângelo Borges,"FW,MF",Strasbourg,2023,Ligue 1,7.064305310710138
314,25.84539452767163,3.6800512394451053,Neto Borges,DF,Clermont Foot,2023,Ligue 1,22.165343288226524
315,-31.119532176518433,-10.290310652968698,Yvandro Borges Sanches,"MF,FW",M'Gladbach,2023,Bundesliga,-20.829221523549734
316,-12.756345345994168,-1.4553796665501848,Sebastiaan Bornauw,DF,Wolfsburg,2023,Bundesliga,-11.300965679443983
317,-13.296664979191968,1.9273819695904082,Rafael Borré,FW,Werder Bremen,2023,Bundesliga,-15.224046948782377
318,-67.49303746026233,-10.065904587185262,Gennaro Borrelli,FW,Frosinone,2023,Serie A,-57.42713287307707
319,-43.409134015471345,-6.296683227998665,Adri Bosch,DF,Granada,2023,La Liga,-37.11245078747268
320,-41.58661581627091,-6.863522112667818,Erik Botheim,"FW,MF",Salernitana,2023,Serie A,-34.72309370360309
321,6.690631061736202,6.941765709853324,Sven Botman,DF,Newcastle Utd,2023,Premier League,-0.25113464811712216
322,-36.86712884701234,-2.2326350823990344,Ayyoub Bouaddi,MF,Lille,2023,Ligue 1,-34.6344937646133
323,-32.245802141925004,-6.850865535082475,Badredine Bouanani,FW,Nice,2023,Ligue 1,-25.394936606842528
324,-31.300357199444704,-8.312429450209788,Badredine Bouanani,MF,Lorient,2023,Ligue 1,-22.987927749234917
325,4.127276164711303,-1.0343013007372184,Hicham Boudaoui,MF,Nice,2023,Ligue 1,5.161577465448522
326,-41.281304149616176,-0.8276061490224311,Mehdi Bourabia,MF,Frosinone,2023,Serie A,-40.45369800059375
327,45.15765960927346,1.9819342775652453,Benjamin Bourigeaud,"MF,DF",Rennes,2023,Ligue 1,43.175725331708215
328,-9.335471951901889,-1.4601434897260803,Bilal Boutobba,"FW,MF",Clermont Foot,2023,Ligue 1,-7.875328462175808
329,-49.90144022864927,-6.362046870256882,Hugo Boutsingkham,"MF,FW",Nantes,2023,Ligue 1,-43.53939335839239
330,1.1386108277464189,0.7111752060737981,Edoardo Bove,MF,Roma,2023,Serie A,0.4274356216726207
331,41.926474846963366,13.716575200237395,Jarrod Bowen,FW,West Ham,2023,Premier League,28.209899646725972
332,8.611891023266589,18.716535274203295,Lucas Boyé,FW,Granada,2023,La Liga,-10.104644250936706
333,28.198222692812596,1.8479017247086589,Domagoj Bradarić,DF,Salernitana,2023,Serie A,26.350320968103937
334,-2.0606755372812624,0.777428390793981,Conor Bradley,DF,Liverpool,2023,Premier League,-2.8381039280752436
335,-44.62109332729655,-6.166419381355275,Bilal Brahimi,FW,Nice,2023,Ligue 1,-38.45467394594127
336,-34.356386115155175,-3.9152544124293445,Bilal Brahimi,"FW,MF",Brest,2023,Ligue 1,-30.44113170272583
337,2.1575002833331203,-2.891600015566662,Juan Brandáriz,DF,Almería,2023,La Liga,5.049100298899782
338,46.21676729653579,3.2540807052269893,Julian Brandt,"MF,FW",Dortmund,2023,Bundesliga,42.9626865913088
339,25.389643606798053,1.424358757201387,Jarrad Branthwaite,DF,Everton,2023,Premier League,23.965284849596667
340,-47.57035328738807,-10.405965637617923,Darko Brašanac,MF,Osasuna,2023,La Liga,-37.16438764977015
341,32.876172058057506,7.5257101492872795,Lilian Brassier,DF,Brest,2023,Ligue 1,25.350461908770228
342,-33.23390829282999,-7.856283913971078,Tim Breithaupt,MF,Augsburg,2023,Bundesliga,-25.37762437885891
343,-17.09883895515119,-5.100671100044924,Josip Brekalo,FW,Fiorentina,2023,Serie A,-11.998167855106267
344,40.54306880903179,0.45274397401378275,Gleison Bremer,DF,Juventus,2023,Serie A,40.090324835018
345,-41.998323942797924,-6.174593841713322,Brenner,FW,Udinese,2023,Serie A,-35.8237301010846
346,-23.396693237171995,-3.636613062925365,Ben Brereton,"FW,MF",Sheffield Utd,2023,Premier League,-19.76008017424663
347,-37.823268455585286,-4.323168039582895,Ben Brereton,"FW,MF",Villarreal,2023,La Liga,-33.50010041600239
348,2.519705096206954,0.3016163672153558,Marco Brescianini,MF,Frosinone,2023,Serie A,2.2180887289915985
349,-67.38733512921812,-10.384679509747766,Maximilian Breunig,FW,Freiburg,2023,Bundesliga,-57.002655619470346
350,-39.099889195902236,-2.1685210025633035,Rhian Brewster,"FW,MF",Sheffield Utd,2023,Premier League,-36.93136819333893
351,-28.43311381584091,-3.223091123080386,Armando Broja,FW,Chelsea,2023,Premier League,-25.21002269276052
352,-43.942185983019264,-7.443557980860631,Armando Broja,FW,Fulham,2023,Premier League,-36.49862800215863
353,-48.41625177936585,-10.264221375514367,Dylan Bronn,"DF,MF",Salernitana,2023,Serie A,-38.152030403851484
354,-30.73869774277427,-5.1077343985518855,Andre Brooks,"MF,DF",Sheffield Utd,2023,Premier League,-25.630963344222387
355,-24.912475668184385,-5.801222883470818,David Brooks,"FW,MF",Bournemouth,2023,Premier League,-19.111252784713567
356,10.346063673533305,0.44672395581150454,John Brooks,DF,Hoffenheim,2023,Bundesliga,9.8993397177218
357,-24.37003413253004,6.282314101625855,Moritz Broschinski,FW,Bochum,2023,Bundesliga,-30.652348234155895
358,-22.829641136979795,3.386453824932575,Jacob Brown,"MF,FW",Luton Town,2023,Premier League,-26.21609496191237
359,20.114678378887884,3.349565483811904,Josh Brownhill,MF,Burnley,2023,Premier League,16.76511289507598
360,-9.347002826405559,-0.5714183503460285,Jacob Bruun Larsen,"MF,FW",Burnley,2023,Premier League,-8.77558447605953
361,-37.36639549018218,-10.244367086454506,Tajon Buchanan,DF,Inter,2023,Serie A,-27.122028403727672
362,12.93578222634116,13.57101353805292,Ante Budimir,FW,Osasuna,2023,La Liga,-0.6352313117117596
363,-22.286870255499128,-0.13359552067554836,Hugo Bueno,"DF,MF",Wolves,2023,Premier League,-22.15327473482358
364,-27.347928085468332,-8.687102487995169,Santiago Bueno,DF,Wolves,2023,Premier League,-18.660825597473163
365,-1.1818206243789806,7.988732007394386,Marius Bülter,"FW,DF",Hoffenheim,2023,Bundesliga,-9.170552631773367
366,-4.478279617804201,4.3553544641373225,Facundo Buonanotte,"FW,MF",Brighton,2023,Premier League,-8.833634081941524
367,15.164015897247443,6.492756136817702,Alessandro Buongiorno,DF,Torino,2023,Serie A,8.671259760429741
368,-18.15051763581015,-0.5688696200368948,Jonathan Burkardt,"FW,MF",Mainz 05,2023,Bundesliga,-17.581648015773254
369,-50.360919816818516,-10.356187573630699,Oliver Burke,FW,Werder Bremen,2023,Bundesliga,-40.00473224318782
370,-9.444690275927725,-1.4575640150659632,Reece Burke,DF,Luton Town,2023,Premier League,-7.9871262608617615
371,25.140904750375856,3.0488813369687966,Dan Burn,DF,Newcastle Utd,2023,Premier League,22.09202341340706
372,-49.3261251377576,-10.424245449107081,Rareș-Cătălin Burnete,FW,Lecce,2023,Serie A,-38.90187968865052
373,-52.16263525854578,-10.471108706242973,Mason Burstow,FW,Chelsea,2023,Premier League,-41.691526552302804
374,-22.07223125149903,-7.425578343944185,Marnon Busch,DF,Heidenheim,2023,Bundesliga,-14.646652907554845
375,-37.83950682504732,-8.145555153122167,Maxime Busi,"FW,DF",Reims,2023,Ligue 1,-29.693951671925156
376,-42.43304941134169,-10.450099926487226,Pablo Busto,DF,Betis,2023,La Liga,-31.982949484854466
377,7.599704438142368,-0.3462500592165918,Aurélio Buta,"DF,MF",Eint Frankfurt,2023,Bundesliga,7.94595449735896
378,-2.9842416529328113,-1.526283309880379,Jamie Bynoe-Gittens,"FW,MF",Dortmund,2023,Bundesliga,-1.4579583430524323
379,20.073862777038265,-0.6450727573464166,Rémy Cabella,"FW,MF",Lille,2023,Ligue 1,20.71893553438468
380,-18.653801651709774,0.012413204935739497,Jovane Cabral,"MF,FW",Salernitana,2023,Serie A,-18.666214856645514
381,9.049256808769425,1.3396611050018727,Liberato Cacace,DF,Empoli,2023,Serie A,7.709595703767552
382,26.93118726358579,0.04440670244230405,Anthony Caci,DF,Mainz 05,2023,Bundesliga,26.886780561143485
383,35.68180839405842,9.913512108588064,Moisés Caicedo,MF,Chelsea,2023,Premier League,25.768296285470356
384,32.42362574835161,0.12078957326609263,Tom Cairney,MF,Fulham,2023,Premier League,32.30283617508552
385,-15.476071095265652,-0.16020866013903914,Jens Cajuste,MF,Napoli,2023,Serie A,-15.315862435126613
386,30.716756545362436,11.152482853727,Davide Calabria,DF,Milan,2023,Serie A,19.564273691635435
387,38.91613107194234,11.47009089231828,Riccardo Calafiori,DF,Bologna,2023,Serie A,27.446040179624056
388,18.98176187253635,4.266178850918021,Luca Caldirola,DF,Monza,2023,Serie A,14.715583021618329
389,-0.10509627857205661,-1.7615374688493046,Duje Ćaleta-Car,DF,Lyon,2023,Ligue 1,1.656441190277248
390,74.39212655396099,0.1457608196500412,Hakan Çalhanoğlu,MF,Inter,2023,Serie A,74.24636573431096
391,-22.84621431784645,-5.520647944815954,José Callejón,"MF,FW",Granada,2023,La Liga,-17.325566373030497
392,-9.633839029889112,9.60977264347104,Dominic Calvert-Lewin,FW,Everton,2023,Premier League,-19.24361167336015
393,27.752609535403405,4.954476428726522,Lamine Camara,MF,Metz,2023,Ligue 1,22.798133106676882
394,20.882391274558604,3.384372343023659,Mahdi Camara,MF,Brest,2023,Ligue 1,17.498018931534943
395,-2.6893581899821735,-2.2727469308547508,Mohamed Camara,MF,Monaco,2023,Ligue 1,-0.4166112591274227
396,-67.42299024799607,-6.066970026877623,Francesco Camarda,FW,Milan,2023,Serie A,-61.35602022111844
397,23.286685661418137,4.231676097214763,Eduardo Camavinga,"MF,DF",Real Madrid,2023,La Liga,19.055009564203374
398,24.166916491536295,6.036439247690361,Nicolò Cambiaghi,"FW,MF",Empoli,2023,Serie A,18.130477243845935
399,25.40436271810429,3.0898493289315683,Andrea Cambiaso,"DF,FW",Juventus,2023,Serie A,22.314513389172724
400,-37.23967490131157,-5.9432152148070845,Axel Camblan,FW,Brest,2023,Ligue 1,-31.296459686504484
401,-14.632805344210738,0.7596168816330365,Sergio Camello,FW,Rayo Vallecano,2023,La Liga,-15.392422225843774
402,-38.95013376893564,-8.00949075423609,José Campaña,MF,Las Palmas,2023,La Liga,-30.940643014699553
403,31.60323608958123,2.371618453284358,Emre Can,"MF,DF",Dortmund,2023,Bundesliga,29.23161763629687
404,-2.2089027858396224,9.507180222501786,Matteo Cancellieri,"FW,MF",Empoli,2023,Serie A,-11.716083008341409
405,54.20884037648028,4.596915510314301,João Cancelo,DF,Barcelona,2023,La Liga,49.61192486616598
406,7.59439589693756,0.4727262641600298,Fali Candé,DF,Metz,2023,Ligue 1,7.121669632777531
407,51.263857883649976,2.673267801937547,Antonio Candreva,"MF,FW",Salernitana,2023,Serie A,48.59059008171243
408,-19.273202793207126,-3.7730506817509912,Sergi Canós,"MF,FW",Valencia,2023,La Liga,-15.500152111456135
409,-49.137305904842364,-10.38222788959559,Luigi Canotto,FW,Frosinone,2023,Serie A,-38.755078015246774
410,-54.267854725082124,-10.43707976850478,Gino Caoki,MF,Lorient,2023,Ligue 1,-43.83077495657734
411,11.53075179353789,3.1671873114241436,Étienne Capoue,MF,Villarreal,2023,La Liga,8.363564482113746
412,-31.764526257372562,-6.042863917909907,Gianluca Caprari,"MF,FW",Monza,2023,Serie A,-25.721662339462654
413,-24.18101096625292,-1.463676225232402,Francesco Caputo,FW,Empoli,2023,Serie A,-22.71733474102052
414,67.66237646062004,9.833268014945912,Maxence Caqueret,MF,Lyon,2023,Ligue 1,57.82910844567412
415,6.326460166643691,-2.8819296700034114,Andrea Carboni,DF,Monza,2023,Serie A,9.208389836647102
416,-4.6747829870637565,-3.4588251275767217,Valentin Carboni,MF,Monza,2023,Serie A,-1.2159578594870348
417,11.138238119869616,1.6691623734764627,Isaac Carcelen,DF,Cádiz,2023,La Liga,9.469075746393154
418,-48.99178614221255,-5.58633238393172,Irvin Cardona,"MF,DF",Augsburg,2023,Bundesliga,-43.40545375828083
419,-22.59602154158664,0.15950691638706654,Marc Cardona,FW,Las Palmas,2023,La Liga,-22.755528457973707
420,59.653100202431474,6.397737840191867,Sergi Cardona,DF,Las Palmas,2023,La Liga,53.25536236223961
421,-8.160996728586168,-5.372305743743801,Johnny Cardoso,MF,Betis,2023,La Liga,-2.7886909848423675
422,-34.62401138056207,-2.594069245459457,Igor Carioca,"DF,MF",Lorient,2023,Ligue 1,-32.02994213510261
423,3.886687433922647,-0.8960953758925988,Diego Carlos,DF,Aston Villa,2023,Premier League,4.782782809815246
424,-22.235606871115436,1.3412836083597406,Carmona,"MF,DF",Getafe,2023,La Liga,-23.57689047947518
425,-31.20706885236342,-8.530901361014358,Yannick Carrasco,DF,Atlético Madrid,2023,La Liga,-22.676167491349062
426,-25.250561389828587,-4.336603060124705,Álvaro Carreras,"MF,FW",Granada,2023,La Liga,-20.91395832970388
427,10.238612592887229,12.092384151378127,Rasmus Carstensen,"DF,FW",Köln,2023,Bundesliga,-1.853771558490898
428,-55.69817251723281,-10.450099926487226,Antonin Cartillier,DF,Monaco,2023,Ligue 1,-45.248072590745586
